objectid,event_time_utc,event_time_epoch_ms,city_twp,display_address,incident_type,agency_type,agency_name,latitude,longitude
2,2026-07-03T01:09:00Z,1783040940000,GAINES TWP,300 BLOCK OF 68TH ST SE,FIRE ALARM,Fire,GAINES TWP FIRE,,
4,2026-07-03T01:09:00Z,1783040940000,LOWELL TWP,2700 BLOCK OF SNOW AVE SE,MEDICAL EMERGENCY,Fire,LOWELL AREA FIRE,,
3,2026-07-03T01:10:00Z,1783041000000,LOWELL TWP,2700 BLOCK OF SNOW AVE SE,BROADCAST,Police,KENT CO SHERIFF,,
1,2026-07-03T01:13:00Z,1783041180000,EAST GRAND RAPIDS,800 BLOCK OF LAKESIDE DR SE,PROPERTY CHECK,Police,EAST GRAND RAPIDS POLICE,,
3,2026-07-03T01:15:00Z,1783041300000,GRANDVILLE,3400 BLOCK OF VERMONT AVE SW,MISSING PERSON,Police,GRANDVILLE POLICE,,
1,2026-07-03T01:16:00Z,1783041360000,WYOMING,1600 BLOCK OF 36TH ST SW,GENERAL ASSIST,Police,WYOMING POLICE,,
1,2026-07-03T01:19:00Z,1783041540000,GAINES TWP,1100 BLOCK OF WOODFIELD EAST DR SE,MISSING PERSON,Police,KENT CO SHERIFF,,
2,2026-07-03T01:27:00Z,1783042020000,PLAINFIELD TWP,GRAND RIVER DR NE / 5 MILE RD NE,WIRE DOWN,Fire,PLAINFIELD TWP FIRE,,
1,2026-07-03T01:33:00Z,1783042380000,WYOMING,4300 BLOCK OF S DIVISION AVE,WELFARE CHECK,Police,WYOMING POLICE,,
6,2026-07-03T01:34:00Z,1783042440000,PLAINFIELD TWP,1600 BLOCK OF POST DR NE,WEAPONS VIOLATION,Police,KENT CO SHERIFF,,
11,2026-07-03T01:34:00Z,1783042440000,GAINES TWP,300 BLOCK OF 68TH ST SE,ASSAULT,Police,KENT CO SHERIFF,,
2,2026-07-03T01:37:00Z,1783042620000,WYOMING,2500 BLOCK OF MC KEE AVE SW,FIGHT,Police,WYOMING POLICE,,
4,2026-07-03T01:37:00Z,1783042620000,WYOMING,3800 BLOCK OF S DIVISION AVE,DISORDERLY PERSON,Police,WYOMING POLICE,,
1,2026-07-03T01:38:00Z,1783042680000,WYOMING,2500 BLOCK OF MC KEE AVE SW,MEDICAL EMERGENCY,Fire,WYOMING FIRE,,
1,2026-07-03T01:41:00Z,1783042860000,LOWELL,N MONROE ST SE / GRANT ST SE,SUSPICIOUS INCIDENT,Police,LOWELL POLICE,,
1,2026-07-03T01:49:00Z,1783043340000,WYOMING,2400 BLOCK OF AURORA POND DR SW,MEDICAL EMERGENCY,Fire,WYOMING FIRE,,
1,2026-07-03T01:53:00Z,1783043580000,ADA TWP,GRAND RIVER DR NE / SANCTUARY DR NE,VEHICLE CRASH,Police,ADA TWP FIRE,,
2,2026-07-03T01:53:00Z,1783043580000,ADA TWP,GRAND RIVER DR NE / SANCTUARY DR NE,VEHICLE CRASH,Police,KENT CO SHERIFF,,
9,2026-07-03T01:59:00Z,1783043940000,CALEDONIA TWP,8700 BLOCK OF HAYSTACK RD SE,MEDICAL EMERGENCY,Fire,CALEDONIA TWP FIRE,,
2,2026-07-03T01:59:00Z,1783043940000,KENTWOOD,3200 BLOCK OF BRETON AVE SE,911 HANG UP,Police,KENTWOOD POLICE,,
4,2026-07-03T02:01:00Z,1783044060000,BYRON TWP,7600 BLOCK OF CATERPILLAR CT SW,DISORDERLY PERSON,Police,KENT CO SHERIFF,,
1,2026-07-03T02:03:00Z,1783044180000,KENTWOOD,4800 BLOCK OF DRUMMOND BLVD SE,FIRE ALARM,Fire,KENTWOOD FIRE,,
6,2026-07-03T02:07:00Z,1783044420000,WYOMING,CHICAGO DR SW / WYOMING AVE SW,ANIMAL INCIDENT,Police,WYOMING POLICE,,
2,2026-07-03T02:08:00Z,1783044480000,GRANDVILLE,3900 BLOCK OF KIOWA CT SW,LARCENY,Police,GRANDVILLE POLICE,,
4,2026-07-03T02:12:00Z,1783044720000,KENT CITY,100 BLOCK OF N KENT ST NW,MEDICAL EMERGENCY,Fire,KENT CITY FIRE,,
1,2026-07-03T02:14:00Z,1783044840000,KENTWOOD,3700 BLOCK OF 28TH ST SE,DISORDERLY PERSON,Police,KENTWOOD POLICE,,
4,2026-07-03T02:16:00Z,1783044960000,KENTWOOD,52ND ST SE / BROADMOOR AVE SE,VEHICLE CRASH,Police,KENTWOOD POLICE,,
2,2026-07-03T02:18:00Z,1783045080000,WYOMING,800 BLOCK OF 28TH ST SW,MEDICAL EMERGENCY,Fire,WYOMING FIRE,,
6,2026-07-03T02:19:00Z,1783045140000,KENTWOOD,4800 BLOCK OF DRUMMOND BLVD SE,GENERAL ASSIST,Police,KENTWOOD POLICE,,
4,2026-07-03T02:20:00Z,1783045200000,GAINES TWP,1800 BLOCK OF MARKETPLACE DR SE,ANIMAL INCIDENT,Police,KENT CO SHERIFF,,
5,2026-07-03T02:20:00Z,1783045200000,BYRON TWP,7200 BLOCK OF FESTIVAL DR SW,WELFARE CHECK,Police,KENT CO SHERIFF,,
1,2026-07-03T02:21:00Z,1783045260000,EAST GRAND RAPIDS,3100 BLOCK OF CASCADE RD SE,FIREWORKS,Police,EAST GRAND RAPIDS POLICE,,
4,2026-07-03T02:21:00Z,1783045260000,WYOMING,1700 BLOCK OF BLANDFORD AVE SW,VEHICLE CRASH,Police,WYOMING POLICE,,
2,2026-07-03T02:23:00Z,1783045380000,KENTWOOD,4900 BLOCK OF GREEN OAK LN SE,911 HANG UP,Police,KENTWOOD POLICE,,
1,2026-07-03T02:30:00Z,1783045800000,PLAINFIELD TWP,5800 BLOCK OF JUPITER AVE NE,MEDICAL EMERGENCY,Fire,PLAINFIELD TWP FIRE,,
1,2026-07-03T02:34:00Z,1783046040000,WYOMING,300 BLOCK OF 28TH ST SW,GENERAL ASSIST,Police,WYOMING POLICE,,
1,2026-07-03T02:35:00Z,1783046100000,GAINES TWP,400 BLOCK OF MOURNING DOVE DR SE,MEDICAL EMERGENCY,Fire,GAINES TWP FIRE,,
1,2026-07-03T02:43:00Z,1783046580000,WYOMING,800 BLOCK OF KENTFIELD ST SW,SUSPICIOUS INCIDENT,Police,WYOMING POLICE,,
1,2026-07-03T02:49:00Z,1783046940000,WYOMING,2200 BLOCK OF MICHAEL AVE SW,CARBON MONOXIDE INVESTIGATION,Fire,WYOMING FIRE,,
5,2026-07-03T02:51:00Z,1783047060000,GRAND RAPIDS TWP,2400 BLOCK OF 4 MILE RD NE,BURGLAR ALARM,Police,KENT CO SHERIFF,,
1,2026-07-03T02:54:00Z,1783047240000,ALPINE TWP,3800 BLOCK OF YORKLAND DR NW,MEDICAL EMERGENCY,Fire,ALPINE TWP FIRE,,
3,2026-07-03T02:57:00Z,1783047420000,KENTWOOD,BROADMOOR AVE SE / PATTERSON AVE SE,GENERAL ASSIST,Police,KENTWOOD POLICE,,
2,2026-07-03T03:01:00Z,1783047660000,KENTWOOD,2700 BLOCK OF EAST BELTLINE AVE SE,GENERAL ASSIST,Police,KENTWOOD POLICE,,
4,2026-07-03T03:05:00Z,1783047900000,CANNON TWP,6200 BLOCK OF RAMSDELL DR NE,MEDICAL EMERGENCY,Fire,CANNON TWP FIRE,,
1,2026-07-03T03:07:00Z,1783048020000,WYOMING,CLYDE PARK AVE SW / BUCKINGHAM ST SW,GENERAL ASSIST,Police,WYOMING POLICE,,
2,2026-07-03T03:11:00Z,1783048260000,GRANDVILLE,3400 BLOCK OF FAIRLANES AVE SW,STOLEN VEHICLE,Police,GRANDVILLE POLICE,,
2,2026-07-03T03:13:00Z,1783048380000,ALPINE TWP,4200 BLOCK OF ALPENHORN DR NW,HARASSMENT,Police,KENT CO SHERIFF,,
1,2026-07-03T03:13:00Z,1783048380000,KENTWOOD,5300 BLOCK OF EASTERN AVE SE,BURGLAR ALARM,Police,KENTWOOD POLICE,,
4,2026-07-03T03:20:00Z,1783048800000,KENTWOOD,EASTERN AVE SE / 48TH ST SE,ANIMAL INCIDENT,Police,KENTWOOD POLICE,,
1,2026-07-03T03:21:00Z,1783048860000,PLAINFIELD TWP,5800 BLOCK OF JUPITER AVE NE,MEDICAL EMERGENCY,Fire,PLAINFIELD TWP FIRE,,
2,2026-07-03T03:24:00Z,1783049040000,BYRON TWP,400 BLOCK OF 68TH ST SW,MEDICAL EMERGENCY,Fire,BYRON TWP FIRE,,
1,2026-07-03T03:28:00Z,1783049280000,GRAND RAPIDS,BRETON AVE SE / GRANITE ST SE,TRAFFIC HAZARD,Police,KENTWOOD POLICE,,
1,2026-07-03T03:29:00Z,1783049340000,EAST GRAND RAPIDS,MONTEREY DR SE / ARGENTINA DR SE,LOUD NOISE,Police,EAST GRAND RAPIDS POLICE,,
5,2026-07-03T03:30:00Z,1783049400000,CASCADE TWP,M-6 EB WO I-96,VEHICLE CRASH,Police,KENT CO SHERIFF,42.8814927,-85.49087878
5,2026-07-03T03:37:00Z,1783049820000,WALKER,4000 BLOCK OF TALL TIMBER DR NW,FIREWORKS,Police,WALKER POLICE,,
1,2026-07-03T03:44:00Z,1783050240000,KENTWOOD,900 BLOCK OF HARDWICK ST SE,MISC FIRE,Fire,KENTWOOD FIRE,,
2,2026-07-03T03:48:00Z,1783050480000,WALKER,3100 BLOCK OF SPRINGBROOK DR NW,SUSPICIOUS INCIDENT,Police,WALKER POLICE,,
3,2026-07-03T03:48:00Z,1783050480000,WYOMING,3400 BLOCK OF S DIVISION AVE,DISORDERLY PERSON,Police,WYOMING POLICE,,
1,2026-07-03T03:49:00Z,1783050540000,WYOMING,1200 BLOCK OF ANGELS TRACE DR SW,MEDICAL EMERGENCY,Fire,WYOMING FIRE,,
1,2026-07-03T03:50:00Z,1783050600000,WYOMING,2900 BLOCK OF WOODWARD AVE SW,FIREWORKS,Police,WYOMING POLICE,,
5,2026-07-03T03:55:00Z,1783050900000,CASCADE TWP,I-96 WB AT WHITNEYVILLE,VEHICLE CRASH,Police,KENT CO SHERIFF,42.87831408,-85.46381961
1,2026-07-03T04:08:00Z,1783051680000,WYOMING,2400 BLOCK OF MC KEE AVE SW,VEHICLE CRASH,Police,WYOMING POLICE,,
1,2026-07-03T04:15:00Z,1783052100000,ALGOMA TWP,2300 BLOCK OF 15 MILE RD NE,MEDICAL EMERGENCY,Fire,ALGOMA TWP FIRE,,
3,2026-07-03T04:19:00Z,1783052340000,NEWAYGO ENSLEY TWP,13400 BLOCK OF S AUSTRIAN DR,MEDICAL EMERGENCY,Fire,SAND LAKE FIRE,,
1,2026-07-03T04:23:00Z,1783052580000,KENTWOOD,5800 BLOCK OF S DIVISION AVE,911 HANG UP,Police,KENTWOOD POLICE,,
3,2026-07-03T04:29:00Z,1783052940000,CASCADE TWP,5500 BLOCK OF GLENWOOD HILLS PKWY SE,BURGLAR ALARM,Police,KENT CO SHERIFF,,
1,2026-07-03T04:30:00Z,1783053000000,WYOMING,WHEELER ST SW / GODFREY AVE SW,VEHICLE CRASH,Police,WYOMING POLICE,,
1,2026-07-03T04:36:00Z,1783053360000,WALKER,800 BLOCK OF 3 MILE RD NW,WELFARE CHECK,Police,WALKER POLICE,,
1,2026-07-03T04:37:00Z,1783053420000,PLAINFIELD TWP,7700 BLOCK OF CHILDSDALE AVE NE,BURGLAR ALARM,Police,KENT CO SHERIFF,,
3,2026-07-03T04:44:00Z,1783053840000,KENTWOOD,1600 BLOCK OF 44TH ST SE,DISORDERLY PERSON,Police,KENTWOOD POLICE,,
1,2026-07-03T04:48:00Z,1783054080000,KENTWOOD,4600 BLOCK OF N BRETON CT SE,MEDICAL EMERGENCY,Fire,KENTWOOD FIRE,,
2,2026-07-03T04:48:00Z,1783054080000,WYOMING,3300 BLOCK OF S DIVISION AVE,BURGLAR ALARM,Police,WYOMING POLICE,,
4,2026-07-03T04:52:00Z,1783054320000,NELSON TWP,6600 BLOCK OF 18 MILE RD NE,MEDICAL EMERGENCY,Fire,CEDAR SPRINGS FIRE,,
3,2026-07-03T04:55:00Z,1783054500000,TYRONE TWP,RUSCO ST NW / BALL CREEK RD NW,GENERAL ASSIST,Police,KENT CO SHERIFF,,
6,2026-07-03T04:55:00Z,1783054500000,TYRONE TWP,RUSCO ST NW / BALL CREEK RD NW,TRAFFIC HAZARD,Police,KENT CO SHERIFF,,
2,2026-07-03T04:57:00Z,1783054620000,LOWELL TWP,10900 BLOCK OF WOODBUSHE DR SE,MEDICAL EMERGENCY,Fire,LOWELL AREA FIRE,,
1,2026-07-03T04:58:00Z,1783054680000,KENTWOOD,3700 BLOCK OF 29TH ST SE,SOUND OF GUNSHOTS,Police,KENTWOOD POLICE,,
1,2026-07-03T05:12:00Z,1783055520000,EAST GRAND RAPIDS,MONTEREY DR SE / ARGENTINA DR SE,FIREWORKS,Police,EAST GRAND RAPIDS POLICE,,
2,2026-07-03T05:16:00Z,1783055760000,PLAINFIELD TWP,2300 BLOCK OF ROGUE RIVER RD NE,SUSPICIOUS INCIDENT,Police,KENT CO SHERIFF,,
1,2026-07-03T05:29:00Z,1783056540000,WALKER,4400 BLOCK OF LAKE MICHIGAN DR NW,BURGLAR ALARM,Police,WALKER POLICE,,
1,2026-07-03T05:30:00Z,1783056600000,GRANDVILLE,29TH ST SW / IVANREST AVE SW,SUSPICIOUS INCIDENT,Police,GRANDVILLE POLICE,,
3,2026-07-03T05:37:00Z,1783057020000,BYRON TWP,7000 BLOCK OF AMBER SPRINGS DR SW,MEDICAL EMERGENCY,Fire,BYRON TWP FIRE,,
2,2026-07-03T05:39:00Z,1783057140000,WYOMING,MARTINDALE AVE SW / CHICAGO DR SW,SUSPICIOUS INCIDENT,Police,WYOMING POLICE,,
1,2026-07-03T05:41:00Z,1783057260000,WYOMING,1100 BLOCK OF WHITING ST SW,DAMAGE FROM GUNSHOTS,Police,WYOMING POLICE,,
1,2026-07-03T05:49:00Z,1783057740000,PLAINFIELD TWP,4000 BLOCK OF AMBROSE AVE NE,DAMAGE TO PROPERTY,Police,KENT CO SHERIFF,,
2,2026-07-03T05:51:00Z,1783057860000,WYOMING,5400 BLOCK OF S DIVISION AVE,TRESPASSING,Police,WYOMING POLICE,,
1,2026-07-03T05:58:00Z,1783058280000,WYOMING,3900 BLOCK OF MADISON AVE SE,MISC FIRE,Fire,WYOMING FIRE,,
3,2026-07-03T06:12:00Z,1783059120000,PLAINFIELD TWP,1500 BLOCK OF LORI LN NE,LOUD NOISE,Police,KENT CO SHERIFF,,
1,2026-07-03T06:16:00Z,1783059360000,KENTWOOD,BROADMOOR AVE SE / 44TH ST SE,VEHICLE CRASH,Police,KENTWOOD FIRE,,
2,2026-07-03T06:16:00Z,1783059360000,KENTWOOD,BROADMOOR AVE SE / 44TH ST SE,VEHICLE CRASH,Police,KENTWOOD POLICE,,
2,2026-07-03T06:24:00Z,1783059840000,GAINES TWP,1200 BLOCK OF WOODFIELD EAST DR SE,MEDICAL EMERGENCY,Fire,GAINES TWP FIRE,,
3,2026-07-03T06:24:00Z,1783059840000,GRANDVILLE,4600 BLOCK OF IVANREST AVE SW,WELFARE CHECK,Police,GRANDVILLE POLICE,,
1,2026-07-03T06:28:00Z,1783060080000,WYOMING,3500 BLOCK OF WOODWARD AVE SW,WELFARE CHECK,Police,WYOMING POLICE,,
1,2026-07-03T06:31:00Z,1783060260000,WYOMING,3500 BLOCK OF WOODWARD AVE SW,MEDICAL EMERGENCY,Fire,WYOMING FIRE,,
1,2026-07-03T06:32:00Z,1783060320000,NEWAYGO ENSLEY TWP,10700 BLOCK OF S DOGWOOD AVE,WIRE DOWN,Fire,SAND LAKE FIRE,,
1,2026-07-03T07:07:00Z,1783062420000,EAST GRAND RAPIDS,2800 BLOCK OF COTSWOLD LN SE,BURGLAR ALARM,Police,EAST GRAND RAPIDS POLICE,,
1,2026-07-03T07:17:00Z,1783063020000,PLAINFIELD TWP,3800 BLOCK OF PLAINFIELD AVE NE,BURGLAR ALARM,Police,KENT CO SHERIFF,,
1,2026-07-03T07:26:00Z,1783063560000,KENTWOOD,3500 BLOCK OF 29TH ST SE,BURGLAR ALARM,Police,KENTWOOD POLICE,,
2,2026-07-03T08:11:00Z,1783066260000,KENTWOOD,4600 BLOCK OF BOWEN BLVD SE,MEDICAL EMERGENCY,Fire,KENTWOOD FIRE,,
1,2026-07-03T08:15:00Z,1783066500000,LOWELL,500 BLOCK OF AVERY ST SE,WELFARE CHECK,Police,LOWELL POLICE,,
2,2026-07-03T08:17:00Z,1783066620000,PLAINFIELD TWP,1500 BLOCK OF RED OAK LN NE,911 HANG UP,Police,KENT CO SHERIFF,,
1,2026-07-03T08:17:00Z,1783066620000,GAINES TWP,600 BLOCK OF FRESNO CIR SE,SOUND OF GUNSHOTS,Police,KENT CO SHERIFF,,
2,2026-07-03T08:17:00Z,1783066620000,GAINES TWP,600 BLOCK OF FRESNO CIR SE,SUSPICIOUS INCIDENT,Police,KENT CO SHERIFF,,
2,2026-07-03T08:17:00Z,1783066620000,GAINES TWP,6100 BLOCK OF WOODFIELD DR SE,GENERAL ASSIST,Police,KENT CO SHERIFF,,
1,2026-07-03T08:33:00Z,1783067580000,WYOMING,2400 BLOCK OF NEWSTEAD AVE SW,WELFARE CHECK,Police,WYOMING POLICE,,
1,2026-07-03T09:09:00Z,1783069740000,SPARTA TWP,500 BLOCK OF INDIAN LAKES RD NW,MEDICAL EMERGENCY,Fire,SPARTA FIRE,,
3,2026-07-03T09:18:00Z,1783070280000,LOWELL,500 BLOCK OF AVERY ST SE,MEDICAL EMERGENCY,Fire,LOWELL AREA FIRE,,
2,2026-07-03T09:21:00Z,1783070460000,WYOMING,2700 BLOCK OF 28TH ST SW,WELFARE CHECK,Police,WYOMING POLICE,,
1,2026-07-03T09:22:00Z,1783070520000,WYOMING,2700 BLOCK OF 28TH ST SW,MEDICAL EMERGENCY,Fire,WYOMING FIRE,,
1,2026-07-03T09:25:00Z,1783070700000,WYOMING,36TH ST SE / S DIVISION AVE,SUSPICIOUS INCIDENT,Police,WYOMING POLICE,,
4,2026-07-03T09:26:00Z,1783070760000,WYOMING,2500 BLOCK OF NEWSTEAD AVE SW,VEHICLE CRASH,Police,WYOMING POLICE,,
2,2026-07-03T09:28:00Z,1783070880000,NELSON TWP,MYERS LAKE AVE NE / SAND LAKE ST NE,SUSPICIOUS INCIDENT,Police,KENT CO SHERIFF,,
1,2026-07-03T09:33:00Z,1783071180000,GAINES TWP,6200 BLOCK OF WOODFIELD PL SE,MEDICAL EMERGENCY,Fire,GAINES TWP FIRE,,
3,2026-07-03T09:53:00Z,1783072380000,CASCADE TWP,5000 BLOCK OF 28TH ST SE,BURGLAR ALARM,Police,KENT CO SHERIFF,,
2,2026-07-03T09:54:00Z,1783072440000,GAINES TWP,4100 BLOCK OF KARONA CT SE,BURGLAR ALARM,Police,KENT CO SHERIFF,,
1,2026-07-03T09:57:00Z,1783072620000,KENTWOOD,2600 BLOCK OF ENGLISH OAK CT SE,MEDICAL EMERGENCY,Fire,KENTWOOD FIRE,,
3,2026-07-03T10:00:00Z,1783072800000,KENTWOOD,4600 BLOCK OF MEADOWLAWN DR SE,STOLEN VEHICLE,Police,KENTWOOD POLICE,,
2,2026-07-03T10:09:00Z,1783073340000,SPARTA,100 BLOCK OF IDA RED AVE NW,MEDICAL EMERGENCY,Fire,SPARTA FIRE,,
1,2026-07-03T10:10:00Z,1783073400000,ALPINE TWP,3900 BLOCK OF YORKLAND DR NW,MISSING PERSON,Police,KENT CO SHERIFF,,
1,2026-07-03T10:30:00Z,1783074600000,BYRON TWP,0 BLOCK OF 84TH ST SW,BURGLAR ALARM,Police,KENT CO SHERIFF,,
1,2026-07-03T10:34:00Z,1783074840000,KENTWOOD,3400 BLOCK OF PHEASANT RIDGE DR SE,SUSPICIOUS INCIDENT,Police,KENTWOOD POLICE,,
3,2026-07-03T11:06:00Z,1783076760000,GRAND RAPIDS TWP,4500 BLOCK OF BRAEBURN ST SE,LARCENY,Police,KENT CO SHERIFF,,
2,2026-07-03T11:42:00Z,1783078920000,ALPINE TWP,3900 BLOCK OF YORKLAND DR NW,MISC FIRE,Fire,ALPINE TWP FIRE,,
3,2026-07-03T11:44:00Z,1783079040000,EAST GRAND RAPIDS,2200 BLOCK OF WEALTHY ST SE,BURGLAR ALARM,Police,EAST GRAND RAPIDS POLICE,,
2,2026-07-03T11:45:00Z,1783079100000,WYOMING,1100 BLOCK OF GEZON PKWY SW,SUSPICIOUS INCIDENT,Police,WYOMING POLICE,,
1,2026-07-03T11:47:00Z,1783079220000,ALPINE TWP,4300 BLOCK OF ALPENHORN DR NW,MEDICAL EMERGENCY,Fire,ALPINE TWP FIRE,,
1,2026-07-03T11:56:00Z,1783079760000,BYRON TWP,0 BLOCK OF 68TH ST SW,GENERAL ASSIST,Police,KENT CO SHERIFF,,
6,2026-07-03T12:00:00Z,1783080000000,ALPINE TWP,4700 BLOCK OF FOXCROFT AVE NW,GENERAL ASSIST,Police,KENT CO SHERIFF,,
2,2026-07-03T12:04:00Z,1783080240000,ALPINE TWP,8400 BLOCK OF ALPINE AVE NW,BURGLAR ALARM,Police,KENT CO SHERIFF,,
4,2026-07-03T12:05:00Z,1783080300000,GRAND RAPIDS TWP,3500 BLOCK OF E FULTON ST,VEHICLE CRASH,Police,KENT CO SHERIFF,,
1,2026-07-03T12:08:00Z,1783080480000,KENTWOOD,300 BLOCK OF RIDGEWOOD ST SE,MEDICAL EMERGENCY,Fire,KENTWOOD FIRE,,
4,2026-07-03T12:16:00Z,1783080960000,BYRON TWP,1700 BLOCK OF LISA DR SW,SUSPICIOUS INCIDENT,Police,KENT CO SHERIFF,,
1,2026-07-03T12:21:00Z,1783081260000,BYRON TWP,8000 BLOCK OF BYRON CENTER AVE SW,MEDICAL EMERGENCY,Fire,BYRON TWP FIRE,,
3,2026-07-03T12:25:00Z,1783081500000,WYOMING,800 BLOCK OF 28TH ST SW,FOUND PROPERTY,Police,WYOMING POLICE,,
1,2026-07-03T12:26:00Z,1783081560000,WYOMING,1800 BLOCK OF FARRAGUT ST SW,MEDICAL EMERGENCY,Fire,WYOMING FIRE,,
1,2026-07-03T12:30:00Z,1783081800000,KENTWOOD,4500 BLOCK OF BOWEN BLVD SE,MEDICAL EMERGENCY,Fire,KENTWOOD FIRE,,
1,2026-07-03T12:34:00Z,1783082040000,LOWELL TWP,10800 BLOCK OF WOODBUSHE DR SE,MEDICAL EMERGENCY,Fire,LOWELL AREA FIRE,,
1,2026-07-03T12:37:00Z,1783082220000,BYRON TWP,1100 BLOCK OF 73RD ST SW,BURGLAR ALARM,Police,KENT CO SHERIFF,,
4,2026-07-03T12:38:00Z,1783082280000,KENTWOOD,3300 BLOCK OF 36TH ST SE,ASSAULT,Police,KENTWOOD POLICE,,
3,2026-07-03T12:42:00Z,1783082520000,BYRON TWP,0 BLOCK OF 68TH ST SW,WELFARE CHECK,Police,KENT CO SHERIFF,,
2,2026-07-03T12:43:00Z,1783082580000,WYOMING,1100 BLOCK OF BUNKERWAY DR SW,GENERAL ASSIST,Police,WYOMING POLICE,,
2,2026-07-03T12:45:00Z,1783082700000,WYOMING,900 BLOCK OF ARIEBILL ST SW,WELFARE CHECK,Police,WYOMING POLICE,,
1,2026-07-03T12:47:00Z,1783082820000,WALKER,2800 BLOCK OF WEST RIVER DR NW,BURGLARY,Police,WALKER POLICE,,
6,2026-07-03T12:49:00Z,1783082940000,PLAINFIELD TWP,5100 BLOCK OF HUNSBERGER AVE NE,SUSPICIOUS INCIDENT,Police,KENT CO SHERIFF,,
1,2026-07-03T13:03:00Z,1783083780000,PLAINFIELD TWP,4600 BLOCK OF HIDDEN HIGHLAND NE,FIRE INVESTIGATION,Fire,PLAINFIELD TWP FIRE,,
2,2026-07-03T13:05:00Z,1783083900000,CANNON TWP,5100 BLOCK OF 10 MILE RD NE,GENERAL ASSIST,Police,KENT CO SHERIFF,,
2,2026-07-03T13:09:00Z,1783084140000,KENTWOOD,PINEBROOK DR SE / BELLEWOOD DR SE,VEHICLE CRASH,Police,KENTWOOD POLICE,,
1,2026-07-03T13:11:00Z,1783084260000,WYOMING,5500 BLOCK OF CLYDE PARK AVE SW,LARCENY,Police,WYOMING POLICE,,
5,2026-07-03T13:38:00Z,1783085880000,GRAND RAPIDS,100 BLOCK OF DICKINSON ST SW,ANIMAL INCIDENT,Police,ANIMAL CONTROL,,
1,2026-07-03T13:38:00Z,1783085880000,ROCKFORD,10 MILE RD NE / AUTUMN ACRES DR NE,SUSPICIOUS INCIDENT,Police,ROCKFORD POLICE,,
2,2026-07-03T13:41:00Z,1783086060000,ALGOMA TWP,8800 BLOCK OF VELD STREAM DR NE,SUSPICIOUS INCIDENT,Police,KENT CO SHERIFF,,
5,2026-07-03T13:41:00Z,1783086060000,OAKFIELD TWP,MORGAN MILLS AVE NE / PERCH LN NE,VEHICLE CRASH,Police,KENT CO SHERIFF,,
1,2026-07-03T13:48:00Z,1783086480000,CEDAR SPRINGS,4200 BLOCK OF 17 MILE RD NE,GENERAL ASSIST,Police,KENT CO SHERIFF,,
2,2026-07-03T13:50:00Z,1783086600000,KENTWOOD,4900 BLOCK OF S DIVISION AVE,ASSAULT,Police,KENTWOOD POLICE,,
3,2026-07-03T13:55:00Z,1783086900000,CASCADE TWP,6700 BLOCK OF OLD 28TH ST SE,SUSPICIOUS INCIDENT,Police,KENT CO SHERIFF,,
1,2026-07-03T13:56:00Z,1783086960000,GAINES TWP,60TH ST SE / S DIVISION AVE,SUSPICIOUS INCIDENT,Police,KENT CO SHERIFF,,
1,2026-07-03T14:03:00Z,1783087380000,BYRON TWP,8300 BLOCK OF RIDGESTONE DR SW,MEDICAL EMERGENCY,Fire,BYRON TWP FIRE,,
2,2026-07-03T14:05:00Z,1783087500000,KENTWOOD,5400 BLOCK OF S DIVISION AVE,BURGLAR ALARM,Police,KENTWOOD POLICE,,
3,2026-07-03T14:06:00Z,1783087560000,GAINES TWP,6100 BLOCK OF KALAMAZOO AVE SE,FOUND PROPERTY,Police,KENT CO SHERIFF,,
3,2026-07-03T14:06:00Z,1783087560000,KENTWOOD,3300 BLOCK OF S CREEK DR SE,PARKING VIOLATION,Police,KENTWOOD POLICE,,
1,2026-07-03T14:08:00Z,1783087680000,KENTWOOD,4600 BLOCK OF N BRETON CT SE,STRUCTURE FIRE,Fire,KENTWOOD FIRE,,
2,2026-07-03T14:08:00Z,1783087680000,KENTWOOD,5700 BLOCK OF MADISON AVE SE,WIRE DOWN,Fire,KENTWOOD FIRE,,
1,2026-07-03T14:15:00Z,1783088100000,SPARTA,200 BLOCK OF W DIVISION ST NW,MEDICAL EMERGENCY,Fire,SPARTA FIRE,,
4,2026-07-03T14:21:00Z,1783088460000,CASCADE TWP,5200 BLOCK OF 28TH ST SE,GENERAL ASSIST,Police,KENT CO SHERIFF,,
1,2026-07-03T14:25:00Z,1783088700000,GAINES TWP,6600 BLOCK OF CRYSTAL DOWNES DR SE,FIRE INVESTIGATION,Fire,GAINES TWP FIRE,,
2,2026-07-03T14:30:00Z,1783089000000,KENTWOOD,5000 BLOCK OF BRETON AVE SE,SUSPICIOUS INCIDENT,Police,KENTWOOD POLICE,,
1,2026-07-03T14:32:00Z,1783089120000,WYOMING,3600 BLOCK OF COPPER RIVER AVE SW,MEDICAL EMERGENCY,Fire,WYOMING FIRE,,
3,2026-07-03T14:34:00Z,1783089240000,KENTWOOD,4600 BLOCK OF N BRETON CT SE,GENERAL ASSIST,Police,KENTWOOD POLICE,,
1,2026-07-03T14:36:00Z,1783089360000,ALPINE TWP,600 BLOCK OF YORK CREEK DR NW,OBSCENITY,Police,KENT CO SHERIFF,,
1,2026-07-03T14:44:00Z,1783089840000,PLAINFIELD TWP,1200 BLOCK OF 4 MILE RD NE,VEHICLE CRASH,Police,KENT CO SHERIFF,,
